name,type,description,detail
"F23182_14","BIGINT(20)","Intra시장투자자별풋누적순매수금액14","외인-등록"
"F23182_15","BIGINT(20)","Intra시장투자자별풋누적순매수금액15","외인-기타"
"F23182_16","BIGINT(20)","Intra시장투자자별풋누적순매수금액16","기타합계"
"F23182_17","BIGINT(20)","Intra시장투자자별풋누적순매수금액17","미사용"
"F23182_18","BIGINT(20)","Intra시장투자자별풋누적순매수금액18","미사용"
"F23182_19","BIGINT(20)","Intra시장투자자별풋누적순매수금액19","미사용"
"F23182_20","BIGINT(20)","Intra시장투자자별풋누적순매수금액20","미사용"
"F23232","INT(11)","Intra종목투자자별시간",""
"F23234_01","INT(11)","Intra종목투자자별누적매도수량1","금융투자"
"F23234_02","INT(11)","Intra종목투자자별누적매도수량2","보험"
"F23234_03","INT(11)","Intra종목투자자별누적매도수량3","투신"
"F23234_04","INT(11)","Intra종목투자자별누적매도수량4","은행"
"F23234_05","INT(11)","Intra종목투자자별누적매도수량5","기타금융"
"F23234_06","INT(11)","Intra종목투자자별누적매도수량6","연금"
"F23234_07","INT(11)","Intra종목투자자별누적매도수량7","미분류"
"F23234_08","INT(11)","Intra종목투자자별누적매도수량8","기관계"
"F23234_09","INT(11)","Intra종목투자자별누적매도수량9","기타법인"
"F23234_10","INT(11)","Intra종목투자자별누적매도수량10","개인"
"F23234_11","INT(11)","Intra종목투자자별누적매도수량11","외국인"
"F23234_12","INT(11)","Intra종목투자자별누적매도수량12","종합계"
"F23234_13","INT(11)","Intra종목투자자별누적매도수량13","사모펀드"
"F23234_14","INT(11)","Intra종목투자자별누적매도수량14","외인-등록"
"F23234_15","INT(11)","Intra종목투자자별누적매도수량15","외인-기타"
"F23234_16","INT(11)","Intra종목투자자별누적매도수량16","기타합계"
"F23234_17","INT(11)","Intra종목투자자별누적매도수량17","미사용"
"F23234_18","INT(11)","Intra종목투자자별누적매도수량18","미사용"
"F23234_19","INT(11)","Intra종목투자자별누적매도수량19","미사용"
"F23234_20","INT(11)","Intra종목투자자별누적매도수량20","미사용"
"F23236_01","INT(11)","Intra종목투자자별누적매수수량1","금융투자"
"F23236_02","INT(11)","Intra종목투자자별누적매수수량2","보험"
"F23236_03","INT(11)","Intra종목투자자별누적매수수량3","투신"
"F23236_04","INT(11)","Intra종목투자자별누적매수수량4","은행"
"F23236_05","INT(11)","Intra종목투자자별누적매수수량5","기타금융"
"F23236_06","INT(11)","Intra종목투자자별누적매수수량6","연금"
"F23236_07","INT(11)","Intra종목투자자별누적매수수량7","미분류"
"F23236_08","INT(11)","Intra종목투자자별누적매수수량8","기관계"
"F23236_09","INT(11)","Intra종목투자자별누적매수수량9","기타법인"
"F23236_10","INT(11)","Intra종목투자자별누적매수수량10","개인"
"F23236_11","INT(11)","Intra종목투자자별누적매수수량11","외국인"
"F23236_12","INT(11)","Intra종목투자자별누적매수수량12","종합계"
"F23236_13","INT(11)","Intra종목투자자별누적매수수량13","사모펀드"
"F23236_14","INT(11)","Intra종목투자자별누적매수수량14","외인-등록"
"F23236_15","INT(11)","Intra종목투자자별누적매수수량15","외인-기타"
"F23236_16","INT(11)","Intra종목투자자별누적매수수량16","기타합계"
"F23236_17","INT(11)","Intra종목투자자별누적매수수량17","미사용"
"F23236_18","INT(11)","Intra종목투자자별누적매수수량18","미사용"
"F23236_19","INT(11)","Intra종목투자자별누적매수수량19","미사용"
"F23236_20","INT(11)","Intra종목투자자별누적매수수량20","미사용"
"F23238_01","INT(11)","Intra종목투자자별누적순매수수량1","금융투자"
"F23238_02","INT(11)","Intra종목투자자별누적순매수수량2","보험"
"F23238_03","INT(11)","Intra종목투자자별누적순매수수량3","투신"
"F23238_04","INT(11)","Intra종목투자자별누적순매수수량4","은행"
"F23238_05","INT(11)","Intra종목투자자별누적순매수수량5","기타금융"
"F23238_06","INT(11)","Intra종목투자자별누적순매수수량6","연금"
"F23238_07","INT(11)","Intra종목투자자별누적순매수수량7","미분류"
"F23238_08","INT(11)","Intra종목투자자별누적순매수수량8","기관계"
"F23238_09","INT(11)","Intra종목투자자별누적순매수수량9","기타법인"
"F23238_10","INT(11)","Intra종목투자자별누적순매수수량10","개인"
"F23238_11","INT(11)","Intra종목투자자별누적순매수수량11","외국인"
"F23238_12","INT(11)","Intra종목투자자별누적순매수수량12","종합계"
"F23238_13","INT(11)","Intra종목투자자별누적순매수수량13","사모펀드"
"F23238_14","INT(11)","Intra종목투자자별누적순매수수량14","외인-등록"
"F23238_15","INT(11)","Intra종목투자자별누적순매수수량15","외인-기타"
"F23238_16","INT(11)","Intra종목투자자별누적순매수수량16","기타합계"
"F23238_17","INT(11)","Intra종목투자자별누적순매수수량17","미사용"
"F23238_18","INT(11)","Intra종목투자자별누적순매수수량18","미사용"
"F23238_19","INT(11)","Intra종목투자자별누적순매수수량19","미사용"
"F23238_20","INT(11)","Intra종목투자자별누적순매수수량20","미사용"
"F23239_01","INT(11)","Intra종목투자자별누적매도금액1","금융투자"
"F23239_02","INT(11)","Intra종목투자자별누적매도금액2","보험"
"F23239_03","INT(11)","Intra종목투자자별누적매도금액3","투신"
"F23239_04","INT(11)","Intra종목투자자별누적매도금액4","은행"
"F23239_05","INT(11)","Intra종목투자자별누적매도금액5","기타금융"
"F23239_06","INT(11)","Intra종목투자자별누적매도금액6","연금"
"F23239_07","INT(11)","Intra종목투자자별누적매도금액7","미분류"
"F23239_08","INT(11)","Intra종목투자자별누적매도금액8","기관계"
"F23239_09","INT(11)","Intra종목투자자별누적매도금액9","기타법인"
"F23239_10","INT(11)","Intra종목투자자별누적매도금액10","개인"
"F23239_11","INT(11)","Intra종목투자자별누적매도금액11","외국인"
"F23239_12","INT(11)","Intra종목투자자별누적매도금액12","종합계"
"F23239_13","INT(11)","Intra종목투자자별누적매도금액13","사모펀드"
"F23239_14","INT(11)","Intra종목투자자별누적매도금액14","외인-등록"
"F23239_15","INT(11)","Intra종목투자자별누적매도금액15","외인-기타"
"F23239_16","INT(11)","Intra종목투자자별누적매도금액16","기타합계"
"F23239_17","INT(11)","Intra종목투자자별누적매도금액17","미사용"
"F23239_18","INT(11)","Intra종목투자자별누적매도금액18","미사용"
"F23239_19","INT(11)","Intra종목투자자별누적매도금액19","미사용"
"F23239_20","INT(11)","Intra종목투자자별누적매도금액20","미사용"
"F23241_01","INT(11)","Intra종목투자자별누적매수금액1","금융투자"
"F23241_02","INT(11)","Intra종목투자자별누적매수금액2","보험"
"F23241_03","INT(11)","Intra종목투자자별누적매수금액3","투신"
"F23241_04","INT(11)","Intra종목투자자별누적매수금액4","은행"
"F23241_05","INT(11)","Intra종목투자자별누적매수금액5","기타금융"
"F23241_06","INT(11)","Intra종목투자자별누적매수금액6","연금"
"F23241_07","INT(11)","Intra종목투자자별누적매수금액7","미분류"
"F23241_08","INT(11)","Intra종목투자자별누적매수금액8","기관계"
"F23241_09","INT(11)","Intra종목투자자별누적매수금액9","기타법인"
"F23241_10","INT(11)","Intra종목투자자별누적매수금액10","개인"
"F23241_11","INT(11)","Intra종목투자자별누적매수금액11","외국인"
"F23241_12","INT(11)","Intra종목투자자별누적매수금액12","종합계"
"F23241_13","INT(11)","Intra종목투자자별누적매수금액13","사모펀드"
"F23241_14","INT(11)","Intra종목투자자별누적매수금액14","외인-등록"
"F23241_15","INT(11)","Intra종목투자자별누적매수금액15","외인-기타"
"F23241_16","INT(11)","Intra종목투자자별누적매수금액16","기타합계"
"F23241_17","INT(11)","Intra종목투자자별누적매수금액17","미사용"
"F23241_18","INT(11)","Intra종목투자자별누적매수금액18","미사용"
"F23241_19","INT(11)","Intra종목투자자별누적매수금액19","미사용"
"F23241_20","INT(11)","Intra종목투자자별누적매수금액20","미사용"
"F23243_01","BIGINT(20)","Intra종목투자자별누적순매수금액1","금융투자"
"F23243_02","BIGINT(20)","Intra종목투자자별누적순매수금액2","보험"
"F23243_03","BIGINT(20)","Intra종목투자자별누적순매수금액3","투신"
"F23243_04","BIGINT(20)","Intra종목투자자별누적순매수금액4","은행"
"F23243_05","BIGINT(20)","Intra종목투자자별누적순매수금액5","기타금융"
"F23243_06","BIGINT(20)","Intra종목투자자별누적순매수금액6","연금"
"F23243_07","BIGINT(20)","Intra종목투자자별누적순매수금액7","미분류"
"F23243_08","BIGINT(20)","Intra종목투자자별누적순매수금액8","기관계"
"F23243_09","BIGINT(20)","Intra종목투자자별누적순매수금액9","기타법인"
"F23243_10","BIGINT(20)","Intra종목투자자별누적순매수금액10","개인"
"F23243_11","BIGINT(20)","Intra종목투자자별누적순매수금액11","외국인"
"F23243_12","BIGINT(20)","Intra종목투자자별누적순매수금액12","종합계"
"F23243_13","BIGINT(20)","Intra종목투자자별누적순매수금액13","사모펀드"
"F23243_14","BIGINT(20)","Intra종목투자자별누적순매수금액14","외인-등록"
"F23243_15","BIGINT(20)","Intra종목투자자별누적순매수금액15","외인-기타"
"F23243_16","BIGINT(20)","Intra종목투자자별누적순매수금액16","기타합계"
"F23243_17","BIGINT(20)","Intra종목투자자별누적순매수금액17","미사용"
"F23243_18","BIGINT(20)","Intra종목투자자별누적순매수금액18","미사용"
"F23243_19","BIGINT(20)","Intra종목투자자별누적순매수금액19","미사용"
"F23243_20","BIGINT(20)","Intra종목투자자별누적순매수금액20","미사용"
"F23244","INT(11)","Intra시장투자자별콜시간",""
"F23272","INT(11)","Intra시장투자자별Spread합산시간",""
"F30162","INT(10)","전체프로그램매매시간",""
"F30510","DECIMAL(12,2)","체결tick매수호가(예상포함)",""
"F30511","DECIMAL(12,2)","체결tick매도호가(예상포함)",""
"F30518","CHAR(12)","론기관명(증권전산)_콜체결",""
"F30519","CHAR(12)","머니기관명(증권전산)_콜체결",""
"F30531","INT","체결/예상체결시간","장마감:31000000/시간외마감:41000000"
"F30543","INT","예상체결대금",""
"F30544","INT","현재/예상체결대금",""
"F30545","INT","예상거래대금",""
"F30546","INT","현재/예상거래대금",""
"F30564","DECIMAL(12,3)","수익률(전일종가+현재가)",""
"F30574","DECIMAL(6,3)","가중평균수익율대비",""
"F30600	","NUMERIC(19)","장전시간외종가거래량 ",""
"F30601	","NUMERIC(19)","장전시간외대량거래량 ",""
"F30612","INT(10)","기본/예상/장전시간외체결시간","(장마감:31000000/시간외마감:41000000/장전:51000000/장중:61000000/장후:71000000/시간외단일가마감:81"
"F30613","INT(10)","기본/예상/장전시간외현재가",""
"F30614","SMALLINT(6)","기본/예상/장전시간외/시간외단일가/등락구분","(1:상한/2:상승/3:보합/4:하한/5:하락/6:기세상한/7:기세상승/8:기세하한/9:기세하락/69:예"
"F30615","INT(11)","기본/예상/장전시간외/시간외단일가대비",""
"F30616","DECIMAL(12,2)","기본/예상/장전시간외/시간외단일가등락율",""
"F30617","BIGINT(20)","기본/예상/장전시간외/시간외단일가거래량",""
"F30618","INT(11)","기본/예상/장전시간외/시간외단일가체결량",""
"F30696	","NUMERIC(19)","장중대량거래량 ",""
"F30697	","NUMERIC(20)","장중바스켓거래량 ",""
"F30700","INT","현재가(실제가)",""
"F30701","INT","대비(실제가)",""
"F30702","DECIMAL(12,2)","등락율(실제가)",""
"F30703","INT","등락구분(실제가)","1:상한/2:상승/3:보합/4:하한/5:하락/6:기세상한/7:기세상승/8:기세하한/9:기세하락"
"F30704","INT","시가(실제가)",""
"F30705","INT","고가(실제가)",""
"F30706","INT","저가(실제가)",""
"F30712","INT(11)","시간외단일가_현재가",""
"F30712	","NUMERIC(10)","시간외단일가현재가 ",""
"F30713","INT(11)","시간외단일가_대비",""
"F30715","DECIMAL(12,2)","시간외단일가_등락율",""
"F30718	","NUMERIC(19)","시간외단일가거래량 ",""
"F30720","SMALLINT(6)","시간외단일가_등락구분","(1:상한/2:상승/3:보합/4:하한/5:하락/6:기세상한/7:기세상승/8:기세하한/9:기세하락)"
"F30768","DECIMAL(12,2)","체결tick현재가",""
"F30769","DECIMAL(12,3)","체결tick수익율",""
"F30811","CHAR(10)","코리보텍스트수익률",""
"F30812","INT","유동시가총액",""
"F30819","DECIMAL(12,2)","해외ETP매매기준율",""
"F30823","DECIMAL(12,2)","ETP기초지수기준대비등락율",""
"F30824","DECIMAL(12,2)","해외ETP장전매매기준율(예탁원기준가환율)",""
"F30826","SMALLINT(6)","MSGBOND매매참고사항","(1:선네고,2:교체,3:당일)"
"F30828","BIGINT(20)","대표체결량",""
"F30829","DECIMAL(12,3)","대표수익율",""
"F30845","DECIMAL(12,3)","대표수익율3사대비",""
"F30969	","NUMERIC(19)","장전시간외대량바스켓거래량 ",""
"F30970	","NUMERIC(19)","장중대량바스켓거래량 ",""
"F30971	","NUMERIC(19)","시간외대량바스켓거래량 ",""
"F30972	","NUMERIC(19)","대량매매바스켓포함거래량 ",""
"F31531","INT(11)","1년전종가(today에서켈린더베이스로-1년)",""
"F31532","INT(11)","전일종가_시간외단일가",""
"F31624","DECIMAL(12,4)","PER",""
"F31702","DECIMAL(12,2)","전일최종NAV/IIV(외화)",""
"F31809","BIGINT(20)","전일공매도거래수량",""
"F31810","BIGINT(20)","전일공매도거래대금",""
"F31811","DECIMAL(12,2)","전일공매도거래수량비중",""
"F31812","DECIMAL(12,2)","전일공매도거래대금비중",""
"F31813","NUMERIC(18)","전일대차잔고량",""
"F31958","INT","배당일",""
"F32025","DECIMAL(12,2)","중간호가전일대비",""
"F32026","DECIMAL(12,2)","중간호가전일대비등락율",""
"F32054","INT","LP매도호가잔량1",""
"F32055","INT","LP매도호가잔량2",""
"F32056","INT","LP매도호가잔량3",""
"F32057","INT","LP매도호가잔량4",""
"F32058","INT","LP매도호가잔량5",""
"F32059","INT","LP매도호가잔량6",""
"F32060","INT","LP매도호가잔량7",""
"F32061","INT","LP매도호가잔량8",""
"F32062","INT","LP매도호가잔량9",""
"F32063","INT","LP매도호가잔량10",""
"F32074","INT","LP매수호가잔량1",""
"F32075","INT","LP매수호가잔량2",""
"F32076","INT","LP매수호가잔량3",""
"F32077","INT","LP매수호가잔량4",""
"F32078","INT","LP매수호가잔량5",""
"F32079","INT","LP매수호가잔량6",""
"F32080","INT","LP매수호가잔량7",""
"F32081","INT","LP매수호가잔량8",""
"F32082","INT","LP매수호가잔량9",""
"F32083","INT","LP매수호가잔량10",""
"F32134","INT","LP매도호가잔량합",""
"F32136","INT","LP매수호가잔량합",""
"F32450","DECIMAL(12,4","중간호가",""
"F32453","DECIMAL(12,4)","중간호가전일대비",""
"F32460","DECIMAL(12,4","시중간호가",""
"F32461","DECIMAL(12,4","고중간호가",""
"F32462","DECIMAL(12,4","저중간호가",""
"F32493","DECIMAL(12,2)","매도호가전일대비",""
"F33019","INT(11)","년기준가",""
"F33076	","NUMERIC(19)","장전바스켓제외대량매매거래량 ",""
"F33094","BIGINT(20)","공매도거래수량",""
"F33094	","NUMERIC(19)","공매도거래수량 ",""
"F33095","BIGINT(20)","공매도거래대금",""
"F33095	","NUMERIC(19)","공매도거래대금 ",""
"F33096","DECIMAL(12,2)","공매도거래수량비중",""
"F33097","DECIMAL(12,2)","공매도거래대금비중",""
"F33208","DECIMAL(12,3)","수익율시가평가3사평균스프레드","수익률 - 시가평가3사 수익률"
"F33209","DECIMAL(12,3)","수익율시가평가4사평균스프레드","수익률 - 시가평가4사 수익률"
"F33259","INT(11)","수신일련번호",""
"F33261","CHAR(2)","통합결제일구분",""
"F33291	","NUMERIC(10)","공매도단순평균단가 ",""
"F33301","DECIMAL(12,2)","동적상한가",""
"F33302","DECIMAL(12,2)","동적하한가",""
"F33310","DECIMAL(6,2)","LP보유수량비중(ETN)",""
"F33320","DECIMAL(12,3)","통합수익률(시가3/장외FB_종합/장내국채)",""
"F33321","DECIMAL(12,3)","통합수익률","(시가3/장외FB_체결/장외15/장내국채)"
"F33356","DECIMAL(12,3)","수익률(최종거래일기준",""
"F33361	","NUMERIC(20)","협의대량거래량합산 ",""
"F33362	","NUMERIC(20)","정규장협의대량 ",""
"F33363	","NUMERIC(20)","장개시전시간외협의대량 ",""
"F33364	","NUMERIC(20)","장종료후시간외협의대량 ",""
"F33365	","NUMERIC(20)","장개시전_대량+협의대량 ",""
"F33366	","NUMERIC(20)","장중_대량+협의대량 ",""
"F33367	","NUMERIC(20)","장종료후시간외_대량+협의대량 ",""
"F33368	","NUMERIC(20)","대량_협의대량_합산(장전+장중+장후)   ",""
"F33369	","NUMERIC(20)","시간외_대량_협의대량_합산(장전+장후) ",""
"F33370	","NUMERIC(20)","바스켓합산(장전+장중+장후)      ",""
"F33371	","NUMERIC(20)","장개시전시간외합산(종가+대량+협의+바스켓+경쟁대량)     ",""
"F33372	","NUMERIC(20)","정규장(일반+대량+협의+바스켓+경쟁대량)                 ",""
"F33373	","NUMERIC(20)","장종료후시간외합산(종가+단일가+대량+협의+바스켓)거래량 ",""
"F33376","DECIMAL(12,3)","수익률",""
"F33377","DECIMAL(12,3)","3사수익률대비",""
"F33378","DECIMAL(12,3)","4사수익률대비",""
"F33383","SMALLINT(6)","체결수익률산출방법","(1:수익률(입),2:가격(산))"
"F33460	","NUMERIC(19)","장전장중합산경쟁대량매매거래량 ",""
"F33462	","NUMERIC(19)","장전경쟁대량매매거래량 ",""
"F33463	","NUMERIC(19)","장중경쟁대량매매거래량 ",""
"F33741","NUMERIC(2)","이표채짜투리구분",""
"F33742","NUMERIC(2)","코스콤이자원미만처리구분",""
"F33745","CHAR(24)","신용그룹영문명",""
"F33747","NUMERIC(1)","주식관련사채권공매도제한(1:대상,0:비대상)",""
"F33764","NUMERIC(1)","이자일할계산기준(거래소)",""
"F33765","NUMERIC(1)","은행휴무일이자지급방법구분",""
"F33767","NUMERIC(1)","은행휴무일지급방법(원금)",""
"F33768","NUMERIC(1)","은행휴무일원금지급방법구분",""
"F33792","CHAR(1)","기업인수목적회사여부(N:일반,Y:해당)",""
"F33867","NUMERIC(2)","입력구분코드","(0:정상,1:수입력)"
"F33899","DECIMAL(12,4)","배당수익률",""
"F33900","NUMERIC(1)","SF여부(한기평)",""
"F33901","NUMERIC(1)","SF여부(한신평)",""
"F33902","NUMERIC(1)","SF여부(한신정)",""
"F33903","NUMERIC(1)","SF여부(서신평)",""
"F33922","CHAR","PREBON국가코드",""
"F33923","CHAR","PREBON만기코드",""
"F33925","NUMERIC(2)","이자지급유형_채권종목",""
"F33929","CHAR(1)","ETP_iNAV산출방식","(0:PDF,1:지수수익율)"
"F33951","CHAR(1)","ETP기초지수소속시장구분코드",""
"F33952","CHAR(3)","ETP기초지수업종코드",""
"F33961","CHAR(32)","ETP운용사명(한글명)",""
"F34239","MEDIUMINT(9)","ETP기초지수MID",""
"F34240","CHAR(1)","ETP계산유형(H:환헷지,F:환노출,A:지수환노출,T:복합배율,K:복합배율2)",""
"F34339","NUMERIC(5)","잔존만기구분","3 : 3개월, ..., 360 : 30년"
"F34351","CHAR(8)","최근변경일",""
"F34501","CHAR(2)","증권그룹ID",""
"F34502","CHAR(6)","표준산업코드",""
"F34523","NUMERIC(10)","전일대주신규량",""
"F34524","NUMERIC(18)","전일대주신규금액",""
"F34525","NUMERIC(10)","전일대주상환량",""
"F34526","NUMERIC(18)","대주상환금액",""
"F34527","NUMERIC(9,2)","전일대주공여율",""
"F34528","NUMERIC(9,2)","전일대주잔고율",""
"F34529","NUMERIC(10)","전일융자신규량",""
"F34530","NUMERIC(18)","전일융자신규금액",""
"F34531","NUMERIC(10)","전일융자상환량",""
"F34532","NUMERIC(18)","전일융자상환금액",""
"F34533","NUMERIC(9,2)","전일융자공여율",""
"F34534","NUMERIC(9,2)","전일융자잔고율",""
"F34536","CHAR","국가코드",""
"F34537","CHAR(15)","종류주권구분코드",""
"F34581","VARCHAR(80)","KRX한글종목명",""
"F34582","VARCHAR(40)","KRX한글종목약명",""
"F34583","VARCHAR(80)","KRX영문종목명",""
"F34584","VARCHAR(40)","KRX영문종목약명",""
"F34585","NUMERIC(6)","거래소채권종류코드",""
"F34586","CHAR(2)","채권유형",""
"F34587","NUMERIC(3)","특수채코드",""
"F34588","NUMERIC(1)","지방채구분",""
"F34589","NUMERIC(1)","특이채권유형",""
"F34590","CHAR(2)","이자지급방법코드",""
"F34591","NUMERIC(1)","리스크채권상환유형코드",""
"F34592","CHAR(8)","최초이자지급일",""
"F34593","NUMERIC(1)","채권이자지급일기준구분코드",""
"F34594","NUMERIC(1)","이자월말구분코드",""
"F34595","NUMERIC(4)","이자지급단위월수",""
"F34596","NUMERIC(1)","일괄금액확정여부",""
"F34597","NUMERIC(21,3)","시설자금",""
"F34598","NUMERIC(21,3)","운영자금",""
"F34599","NUMERIC(21,3)","차환자금",""
"F34600","NUMERIC(21,3)","기타자금",""
"F34601","NUMERIC(4)","채권주관회사코드",""
"F34602","NUMERIC(4)","수탁기관코드",""
"F34603","NUMERIC(4)","등록기관코드",""
"F34604","NUMERIC(4)","원리금지급대행기관",""
"F34605","NUMERIC(4)","채권상장폐지사유코드",""
"F34606","CHAR(8)","상장폐지일자",""
"F34607","NUMERIC(4)","청구기관코드",""
"F34608","NUMERIC(1)","분할상환유형구분코드",""
"F34609","NUMERIC(4)","거치개월수",""
"F34610","NUMERIC(1)","상환기간이자구분코드",""
"F34611","VARCHAR(20)","이자율결정기준금리",""
"F34612","NUMERIC(1)","이자율결정시점",""
"F34613","CHAR(8)","이자율결정기준일",""
"F34614","VARCHAR(4000)","특이발행조건내용",""
"F34615","NUMERIC(1)","조건부자본증권유형구분코드",""
"F34616","CHAR(2)","기준금리코드",""
"F34617","NUMERIC(13,5)","KRX경과이자기준금리(이자)",""
"F34618","NUMERIC(13,5)","KRX경과이자기준금리(원금)",""
"F34619","NUMERIC(13,5)","낙찰금리",""
"F34620","NUMERIC(4)","신용평가기관1",""
"F34621","CHAR(4)","신용평가등급1",""
"F34622","NUMERIC(1)","신용평가등급1구분",""
"F34623","NUMERIC(4)","신용평가기관2",""
"F34624","CHAR(4)","신용평가등급2",""
"F34625","NUMERIC(1)","신용평가등급2구분",""
"F34626","NUMERIC(4)","신용평가기관3",""
"F34627","CHAR(4)","신용평가등급3",""
"F34628","NUMERIC(1)","신용평가등급3구분",""
"F34629","NUMERIC(4)","신용평가기관4",""
"F34630","CHAR(4)","신용평가등급4",""
"F34631","NUMERIC(1)","신용평가등급4구분",""
"F34634","NUMERIC(4)","채권종류",""
"F34635","NUMERIC(6)","잔존일수",""
"F34636","NUMERIC(4)","잔존구분코드",""
"F34637","NUMERIC(3)","만기종류",""
"F34638","NUMERIC(4)","만기구분",""
"F34640","CHAR(14)","금감원접수번호",""
"F34641","NUMERIC(4)","대표인수기관",""
"F34646","NUMERIC(8,5)","이자율",""
"F34647","NUMERIC(1)","가상현금일여부",""
"F34648","NUMERIC(30,28)","할인단위",""
"F34649","NUMERIC(4)","할인단위일수",""
"F34650","NUMERIC(4)","할인일수",""
"F34695","VARCHAR(60)","기타사항",""
"F34706","NUMERIC(1)","신용등급기관대체여부",""
"F34711","NUMERIC(3)","신용평가코드",""
"F34735","NUMERIC(1)","CPCD구분코드","(1:CD,2:CP)"
"F34763","DECIMAL(20,4)","ETP총보수율",""
"F34770","CHAR(2)","ETP지수시장대분류",""
"F34771","CHAR(2)","ETP지수시장중분류",""
"F34772","CHAR(2)","ETP지수시장소분류",""
"F34775","CHAR(2)","ETP레버리지인버스구분코드",""
"F34777","CHAR(60)","ETP기초자산명",""
"F34778","CHAR(2)","ETP지수자산대분류1",""
"F34779","CHAR(2)","ETP지수자산중분류1",""
"F34780","CHAR(2)","ETP지수자산소분류1",""
"F34781","CHAR(2)","ETP지수자산대분류2",""
"F34782","CHAR(2)","ETP지수자산중분류2",""
"F34783","CHAR(2)","ETP지수자산소분류2",""
"F34832","NUMERIC(1)","특이구간여부",""
"F34872","CHAR(1)","표준산업업종대분류코드",""
"F34873","CHAR(2)","표준산업업종중분류코드",""
"F34884","NUMERIC(4)","그룹사코드",""
"F34902","DECIMAL(12,4)","한화채권수익률",""
"F34904","NUMERIC(4)","시가평가기관수",""
"F34905","CHAR(9)","채권단축코드",""
"F34929","NUMERIC(19)","대차금일거래량",""
"F34930","NUMERIC(19)","대차금일상환거래량",""
"F34971","NUMERIC(3)","대표신용평가등급순위",""
"F34980","NUMERIC(1)","통안채구분코드",""
"F34981","CHAR(3)","표준산업업종소분류코드",""
"F34989","CHAR(1)","공매도과열지정여부(Y:지정,N:미지정)",""
"F34991","CHAR(200)","평정요지URL(한신평)",""
"F34992","CHAR(200)","평정요지URL(한신정)",""
"F34993","CHAR(200)","평정요지URL(한기평)",""
"F34994","CHAR(200)","평정요지URL(서신평)",""
"F34997","NUMERIC(10)","전액중도상환일",""
"F34998","NUMERIC(5)","예탁원중도상환여부",""
"F34999","NUMERIC(5)","휴무경과이자현금흐름제공여부",""
"F35021","CHAR(4)","대표신용등급",""
"F35022","CHAR(8)","대표신용등급날짜",""
"F35023","CHAR(4)","대표기관등급",""
"F35024","CHAR(8)","대표기관등급날짜",""
"F35122","CHAR(8)","분할상환일_분할상환채",""
"F35129","CHAR(1)","ELS발행구분(A:ELS,B:ELB,C:DLS,D:DLB)",""
"F35143","DECIMAL(12,2)","분배율",""
"F35144","INT(11)","최근분배일",""
"F35146","BIGINT(20)","1년분배금",""
"F35155","NUMERIC(3)","ESG채권구분(1:녹색,2:사회적,3:지속가능,4:지속가능연계)",""
"F35254","NUMERIC(2)","신종자본증권 여부(0:None, 1:신종자본증권, 2:조건부자본증권)",""
"F35255","NUMERIC(2)","이자조건변경 유형(0:None, 1:Flipper)",""
"F35256","NUMERIC(2)","특이발행 유형(0:None, 기타상세참조)",""
"F35257","VARCHAR(4000)","특이발행 상세정보",""
"F35258","NUMERIC(2)","Day Count[0:30/360(bond), 기타상세참조",""
"F35259","NUMERIC(2)","Business Day Count(0:No_Adjust, 기타상세참조)",""
"F35260","VARCHAR(40)","휴일처리여부",""
"F35261","NUMERIC(4)","지급지연일자",""
"F35262","CHAR(3)","이자지연방법",""
"F35263","NUMERIC(2)","Stub Rule",""
"F35264","NUMERIC(2)","수작업여부확인(0:수입력아님, 1:수입력)",""
"F35265","NUMERIC(6)","수작업입력시간(HHMMSS)",""
"F35266","NUMERIC(2)","P-CBO 여부(0:None, 1:P-CBO)",""
"F40544","INT","LP최우선매도호가",""
"F40545","INT","LP최우선매수호가",""
"F40551","DECIMAL","매도호가1등락율",""
"F40552","DECIMAL","매도호가2등락율",""
"F40553","DECIMAL","매도호가3등락율",""
"F40554","DECIMAL","매도호가4등락율",""
"F40555","DECIMAL","매도호가5등락율",""
"F40561","DECIMAL","매수호가1등락율",""
"F40562","DECIMAL","매수호가2등락율",""
"F40563","DECIMAL","매수호가3등락율",""
"F40564","DECIMAL","매수호가4등락율",""
"F40565","DECIMAL","매수호가5등락율",""
"FINACC_TYP","NUMERIC(2)","재무업종","0:전체,1:제조,2:은행,3:보험,"
"FINACC_TYPE","NUMERIC(2)","재무업종","(0:전체,1:제조,2:은행,3:보험,4:증권,6:신용금고,7:종합금융,8:>여신전문금융,9:기타금융)"
"FIX_DIV","NUMERIC(2)","고정변동구분(0:고정,1:변동)",""
"FIXED_YEAR","NUMERIC(2)","Reset년수(Reset Type 4의 경우 적용)",""
"FLOOR_RATE","VARCHAR(40)","Floor 금리",""
"FLOOR_RULE","VARCHAR(40)","Floor 적용방법",""
"FRN_SPEC","VARCHAR(4000)","FRN조건상세",""
"FRN_TYPE","NUMERIC(2)","FRN유형",""
"FS_TYP","CHAR(2)","재무제표종류","1:대차대조표,2:손익계산서,3:이익잉여금처분계산서,"
"FST_PUB_DT","NUMERIC(8)","실적치발표일",""
"FUNCCD","CHAR(1)","처리모드",""
"FYE_MN","NUMERIC(2)","결산월",""
"GRP_CD","VARCHAR(10)","그룹",""
"HOL_LOC","CHAR(3)","휴일적용지역",""
"IFRS_YN","NUMERIC(1)","IFRS여부","(1:도입,0:미도입)"
