apiurl,domain,family,title,required_params,optional_params,response_field_count
"/stock/m008/code_info","stock","m008","코드정보","cust_id, auth_key","","4"
"/stock/m008/hist_info","stock","m008","일별정보","cust_id, auth_key, jcode, sdate, edate","","14"
"/stock/m008/intra_info","stock","m008","주기정보(10초)","cust_id, auth_key, jcode","","19"
"/stock/m008/term_hist_info","stock","m008","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","11"
"/stock/m008/tick_info","stock","m008","체결정보","cust_id, auth_key, jcode","","28"
"/stock/m009/basic_info","stock","m009","기본정보","cust_id, auth_key, jcode","","12"
"/stock/m009/code_info","stock","m009","코드정보","cust_id, auth_key","","4"
"/stock/m009/hist_info","stock","m009","일별정보","cust_id, auth_key, jcode, sdate, edate","","14"
"/stock/m009/intra_info","stock","m009","주기정보(10초)","cust_id, auth_key, jcode","","19"
"/stock/m009/term_hist_info","stock","m009","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","11"
"/stock/m009/tick_info","stock","m009","체결정보","cust_id, auth_key, jcode","","28"
"/stock/m010/basic_info","stock","m010","기본정보","cust_id, auth_key, jcode","","12"
"/stock/m010/code_info","stock","m010","코드정보","cust_id, auth_key","","4"
"/stock/m010/hist_info","stock","m010","일별정보","cust_id, auth_key, jcode, sdate, edate","","14"
"/stock/m010/term_hist_info","stock","m010","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","11"
"/stock/m010/tick_info","stock","m010","체결정보","cust_id, auth_key, jcode","","28"
"/stock/m118/basic_info","stock","m118","기본정보","cust_id, auth_key, jcode","","12"
"/stock/m118/code_info","stock","m118","코드정보","cust_id, auth_key","","4"
"/stock/m118/hist_info","stock","m118","일별정보","cust_id, auth_key, jcode, sdate, edate","","14"
"/stock/m118/hoga_info","stock","m118","호가정보","cust_id, auth_key, jcode","","46"
"/stock/m118/intra_info","stock","m118","주기정보(10초)","cust_id, auth_key, jcode","","19"
"/stock/m118/term_hist_info","stock","m118","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","11"
"/stock/m118/tick_info","stock","m118","체결정보","cust_id, auth_key, jcode","","30"
"/stock/m121/basic_info","stock","m121","기본정보","cust_id, auth_key, jcode","","27"
"/stock/m121/code_info","stock","m121","코드정보","cust_id, auth_key","","3"
"/stock/m121/hist_info","stock","m121","일별정보","cust_id, auth_key, jcode, sdate, edate","","33"
"/stock/m121/intra_info","stock","m121","주기정보(10초)","cust_id, auth_key, jcode","","14"
"/stock/m121/term_hist_info","stock","m121","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","31"
"/stock/m121/tick_info","stock","m121","체결정보","cust_id, auth_key, jcode","","30"
"/stock/m167/basic_info","stock","m167","기본정보","cust_id, auth_key, jcode","","27"
"/stock/m167/code_info","stock","m167","코드정보","cust_id, auth_key","","3"
"/stock/m167/hist_info","stock","m167","일별정보","cust_id, auth_key, jcode, sdate, edate","","33"
"/stock/m167/intra_info","stock","m167","주기정보(10초)","cust_id, auth_key, jcode","","14"
"/stock/m167/term_hist_info","stock","m167","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","31"
"/stock/m167/tick_info","stock","m167","체결정보","cust_id, auth_key, jcode","","30"
"/stock/m168/basic_info","stock","m168","기본정보","cust_id, auth_key, jcode","","17"
"/stock/m168/code_info","stock","m168","코드정보","cust_id, auth_key","","3"
"/stock/m168/hist_info","stock","m168","일별정보","cust_id, auth_key, jcode, sdate, edate","","33"
"/stock/m168/intra_info","stock","m168","주기정보(10초)","cust_id, auth_key, jcode","","14"
"/stock/m168/term_hist_info","stock","m168","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","31"
"/stock/m168/tick_info","stock","m168","체결정보","cust_id, auth_key, jcode","","30"
"/stock/m222/basic_info","stock","m222","기본정보","cust_id, auth_key, jcode","","12"
"/stock/m222/basic_info_all","stock","m222","기본정보(전체)","cust_id, auth_key, jcode","","152"
"/stock/m222/basic_info_all_port","stock","m222","기본정보(전체_복수종목)","cust_id, auth_key, codelist","","152"
"/stock/m222/basic_info_port","stock","m222","기본정보(복수종목)","cust_id, auth_key, codelist","","12"
"/stock/m222/code_info","stock","m222","코드정보","cust_id, auth_key","","6"
"/stock/m222/hist_info","stock","m222","일별정보","cust_id, auth_key, jcode, sdate, edate","","22"
"/stock/m222/hoga_info","stock","m222","호가정보","cust_id, auth_key, jcode","","46"
"/stock/m222/hoga_info_port","stock","m222","호가정보(복수종목)","cust_id, auth_key, codelist","","46"
"/stock/m222/hoga_info_port_top","stock","m222","호가정보(복수종목_최우선)","cust_id, auth_key, codelist","","6"
"/stock/m222/intra_date","stock","m222","주기정보(1분)","cust_id, auth_key, jcode, edate","","26"
"/stock/m222/intra_info","stock","m222","주기정보(10초)","cust_id, auth_key, jcode","","27"
"/stock/m222/invest_info_port","stock","m222","투자자 정보(복수종목)","cust_id, auth_key, codelist","","121"
"/stock/m222/member_date","stock","m222","회원사 매매집계","cust_id, auth_key, criteria_code, sdate, edate","-","10"
"/stock/m222/program","stock","m222","프로그램매매-일중","cust_id, auth_key, jcode, edate","","23"
"/stock/m222/program_all","stock","m222","프로그램매매-일중(전체)","cust_id, auth_key, edate","","22"
"/stock/m222/program_all_basic","stock","m222","전체 프로그램매매(기본정보)","cust_id, auth_key","data_list","19"
"/stock/m222/program_basic","stock","m222","프로그램매매(기본정보)","cust_id, auth_key, jcode","data_list","26"
"/stock/m222/rank","stock","m222","순위정보","cust_id, auth_key, criteria_code","up_code","15"
"/stock/m222/rank_invest","stock","m222","순위정보(투자자-당일)","cust_id, auth_key, criteria_code, sort_code","","121"
"/stock/m222/rank_invest_date","stock","m222","순위정보(투자자-기간합산)","cust_id, auth_key, criteria_code, sort_code, sdate, edate","-","123"
"/stock/m222/term_hist_info","stock","m222","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","16"
"/stock/m222/tick_date","stock","m222","체결정보","cust_id, auth_key, jcode, edate","","36"
"/stock/m222/tick_info","stock","m222","체결정보","cust_id, auth_key, jcode","order, dcnt","37"
"/stock/m223/basic_info","stock","m223","기본정보","cust_id, auth_key, jcode","","12"
"/stock/m223/basic_info_all","stock","m223","기본정보(전체)","cust_id, auth_key, jcode","","152"
"/stock/m223/basic_info_all_port","stock","m223","기본정보(전체_복수종목)","cust_id, auth_key, codelist","","152"
"/stock/m223/basic_info_port","stock","m223","기본정보(복수종목)","cust_id, auth_key, codelist","","12"
"/stock/m223/code_info","stock","m223","코드정보","cust_id, auth_key","","6"
"/stock/m223/hist_info","stock","m223","일별정보","cust_id, auth_key, jcode, sdate, edate","","22"
"/stock/m223/hoga_info","stock","m223","호가정보","cust_id, auth_key, jcode","","46"
"/stock/m223/hoga_info_port","stock","m223","호가정보(복수종목)","cust_id, auth_key, codelist","","46"
"/stock/m223/hoga_info_port_top","stock","m223","호가정보(복수종목_최우선)","cust_id, auth_key, codelist","","6"
"/stock/m223/intra_date","stock","m223","주기정보(1분)","cust_id, auth_key, jcode, edate","","26"
"/stock/m223/intra_info","stock","m223","주기정보(10초)","cust_id, auth_key, jcode","","27"
"/stock/m223/invest_info_port","stock","m223","투자자 정보(복수종목)","cust_id, auth_key, codelist","","121"
"/stock/m223/member_date","stock","m223","회원사 매매집계","cust_id, auth_key, criteria_code, sdate, edate","-","10"
"/stock/m223/program","stock","m223","프로그램매매-일중","cust_id, auth_key, jcode, edate","","23"
"/stock/m223/program_all","stock","m223","프로그램매매-일중(전체)","cust_id, auth_key, edate","","22"
"/stock/m223/program_all_basic","stock","m223","전체 프로그램매매(기본정보)","cust_id, auth_key","data_list","19"
"/stock/m223/program_basic","stock","m223","프로그램매매(기본정보)","cust_id, auth_key, jcode","data_list","26"
"/stock/m223/rank","stock","m223","순위정보","cust_id, auth_key, criteria_code","up_code","15"
"/stock/m223/rank_invest","stock","m223","순위정보(투자자-당일)","cust_id, auth_key, criteria_code, sort_code","","121"
"/stock/m223/rank_invest_date","stock","m223","순위정보(투자자-기간합산)","cust_id, auth_key, criteria_code, sort_code, sdate, edate","-","123"
"/stock/m223/term_hist_info","stock","m223","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","16"
"/stock/m223/tick_date","stock","m223","체결정보","cust_id, auth_key, jcode, edate","","36"
"/stock/m223/tick_info","stock","m223","체결정보","cust_id, auth_key, jcode","order, dcnt","37"
"/stock/m224/basic_info","stock","m224","기본정보","cust_id, auth_key, jcode","","12"
"/stock/m224/basic_info_all","stock","m224","기본정보(전체)","cust_id, auth_key, jcode","","152"
"/stock/m224/basic_info_all_port","stock","m224","기본정보(전체_복수종목)","cust_id, auth_key, codelist","","152"
"/stock/m224/basic_info_port","stock","m224","기본정보(복수종목)","cust_id, auth_key, codelist","","12"
"/stock/m224/code_info","stock","m224","코드정보","cust_id, auth_key","","6"
"/stock/m224/hist_info","stock","m224","일별정보","cust_id, auth_key, jcode, sdate, edate","","22"
"/stock/m224/hoga_info","stock","m224","호가정보","cust_id, auth_key, jcode","","46"
"/stock/m224/hoga_info_port","stock","m224","호가정보(복수종목)","cust_id, auth_key, codelist","","46"
"/stock/m224/hoga_info_port_top","stock","m224","호가정보(복수종목_최우선)","cust_id, auth_key, codelist","","6"
"/stock/m224/intra_date","stock","m224","주기정보(1분)","cust_id, auth_key, jcode, edate","","26"
"/stock/m224/intra_info","stock","m224","주기정보(10초)","cust_id, auth_key, jcode","","27"
"/stock/m224/invest_info_port","stock","m224","투자자 정보(복수종목)","cust_id, auth_key, codelist","","121"
"/stock/m224/member_date","stock","m224","회원사 매매집계","cust_id, auth_key, criteria_code, sdate, edate","-","10"
"/stock/m224/program","stock","m224","프로그램매매-일중","cust_id, auth_key, jcode, edate","","23"
"/stock/m224/program_all","stock","m224","프로그램매매-일중(전체)","cust_id, auth_key, edate","","22"
"/stock/m224/program_all_basic","stock","m224","전체 프로그램매매(기본정보)","cust_id, auth_key","data_list","19"
"/stock/m224/program_basic","stock","m224","프로그램매매(기본정보)","cust_id, auth_key, jcode","data_list","26"
"/stock/m224/rank","stock","m224","순위정보","cust_id, auth_key, criteria_code","up_code","15"
"/stock/m224/rank_invest","stock","m224","순위정보(투자자-당일)","cust_id, auth_key, criteria_code, sort_code","","121"
"/stock/m224/rank_invest_date","stock","m224","순위정보(투자자-기간합산)","cust_id, auth_key, criteria_code, sort_code, sdate, edate","-","123"
"/stock/m224/term_hist_info","stock","m224","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","16"
"/stock/m224/tick_date","stock","m224","체결정보","cust_id, auth_key, jcode, edate","","36"
"/stock/m224/tick_info","stock","m224","체결정보","cust_id, auth_key, jcode","order, dcnt","37"
"/stock/m225/basic_info","stock","m225","기본정보","cust_id, auth_key, jcode","","12"
"/stock/m225/basic_info_all","stock","m225","기본정보(전체)","cust_id, auth_key, jcode","","152"
"/stock/m225/basic_info_all_port","stock","m225","기본정보(전체_복수종목)","cust_id, auth_key, codelist","","152"
"/stock/m225/basic_info_port","stock","m225","기본정보(복수종목)","cust_id, auth_key, codelist","","12"
"/stock/m225/code_info","stock","m225","코드정보","cust_id, auth_key","","6"
"/stock/m225/hist_info","stock","m225","일별정보","cust_id, auth_key, jcode, sdate, edate","","22"
"/stock/m225/hoga_info","stock","m225","호가정보","cust_id, auth_key, jcode","","46"
"/stock/m225/hoga_info_port","stock","m225","호가정보(복수종목)","cust_id, auth_key, codelist","","46"
"/stock/m225/hoga_info_port_top","stock","m225","호가정보(복수종목_최우선)","cust_id, auth_key, codelist","","6"
"/stock/m225/intra_date","stock","m225","주기정보(1분)","cust_id, auth_key, jcode, edate","","26"
"/stock/m225/intra_info","stock","m225","주기정보(10초)","cust_id, auth_key, jcode","","27"
"/stock/m225/invest_info_port","stock","m225","투자자 정보(복수종목)","cust_id, auth_key, codelist","","121"
"/stock/m225/member_date","stock","m225","회원사 매매집계","cust_id, auth_key, criteria_code, sdate, edate","-","10"
"/stock/m225/program","stock","m225","프로그램매매-일중","cust_id, auth_key, jcode, edate","","23"
"/stock/m225/program_all","stock","m225","프로그램매매-일중(전체)","cust_id, auth_key, edate","","22"
"/stock/m225/program_all_basic","stock","m225","전체 프로그램매매(기본정보)","cust_id, auth_key","data_list","19"
"/stock/m225/program_basic","stock","m225","프로그램매매(기본정보)","cust_id, auth_key, jcode","data_list","26"
"/stock/m225/rank","stock","m225","순위정보","cust_id, auth_key, criteria_code","up_code","15"
"/stock/m225/rank_invest","stock","m225","순위정보(투자자-당일)","cust_id, auth_key, criteria_code, sort_code","","121"
"/stock/m225/rank_invest_date","stock","m225","순위정보(투자자-기간합산)","cust_id, auth_key, criteria_code, sort_code, sdate, edate","-","123"
"/stock/m225/term_hist_info","stock","m225","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","16"
"/stock/m225/tick_date","stock","m225","체결정보","cust_id, auth_key, jcode, edate","","36"
"/stock/m225/tick_info","stock","m225","체결정보","cust_id, auth_key, jcode","order, dcnt","37"
"/stock/m226/basic_info","stock","m226","기본정보","cust_id, auth_key, jcode","data_list","3"
"/stock/m226/code_info","stock","m226","코드정보","cust_id, auth_key","data_list","3"
"/stock/m226/hist_info","stock","m226","일별정보","cust_id, auth_key, jcode, sdate, edate","data_list","4"
"/stock/m226/invest_basic_info","stock","m226","투자자 기본정보","cust_id, auth_key, jcode","data_list","121"
"/stock/m226/invest_hist_info","stock","m226","투자자 일별정보","cust_id, auth_key, jcode, sdate, edate","data_list","122"
"/stock/m226/invest_intra_date","stock","m226","투자자 주기정보(10초)","cust_id, auth_key, jcode, edate","data_list","122"
"/stock/m226/invest_intra_info","stock","m226","투자자 주기정보(10초)","cust_id, auth_key, jcode","data_list","122"
"/stock/m227/basic_info","stock","m227","기본정보","cust_id, auth_key, jcode","data_list","3"
"/stock/m227/code_info","stock","m227","코드정보","cust_id, auth_key","data_list","3"
"/stock/m227/hist_info","stock","m227","일별정보","cust_id, auth_key, jcode, sdate, edate","data_list","4"
"/stock/m227/invest_basic_info","stock","m227","투자자 기본정보","cust_id, auth_key, jcode","data_list","121"
"/stock/m227/invest_hist_info","stock","m227","투자자 일별정보","cust_id, auth_key, jcode, sdate, edate","data_list","122"
"/stock/m227/invest_intra_date","stock","m227","투자자 주기정보(10초)","cust_id, auth_key, jcode, edate","data_list","122"
"/stock/m227/invest_intra_info","stock","m227","투자자 주기정보(10초)","cust_id, auth_key, jcode","data_list","122"
"/stock/m228/basic_info","stock","m228","기본정보","cust_id, auth_key, jcode","data_list","3"
"/stock/m228/code_info","stock","m228","코드정보","cust_id, auth_key","data_list","3"
"/stock/m228/hist_info","stock","m228","일별정보","cust_id, auth_key, jcode, sdate, edate","data_list","4"
"/stock/m228/invest_basic_info","stock","m228","투자자 기본정보","cust_id, auth_key, jcode","data_list","121"
"/stock/m228/invest_hist_info","stock","m228","투자자 일별정보","cust_id, auth_key, jcode, sdate, edate","data_list","122"
"/stock/m228/invest_intra_date","stock","m228","투자자 주기정보(10초)","cust_id, auth_key, jcode, edate","data_list","122"
"/stock/m228/invest_intra_info","stock","m228","투자자 주기정보(10초)","cust_id, auth_key, jcode","data_list","122"
"/stock/m229/basic_info","stock","m229","기본정보","cust_id, auth_key, jcode","data_list","3"
"/stock/m229/code_info","stock","m229","코드정보","cust_id, auth_key","data_list","3"
"/stock/m229/hist_info","stock","m229","일별정보","cust_id, auth_key, jcode, sdate, edate","data_list","4"
"/stock/m229/invest_basic_info","stock","m229","투자자 기본정보","cust_id, auth_key, jcode","data_list","121"
"/stock/m229/invest_hist_info","stock","m229","투자자 일별정보","cust_id, auth_key, jcode, sdate, edate","data_list","122"
"/stock/m229/invest_intra_info","stock","m229","투자자 주기정보(10초)","cust_id, auth_key, jcode","data_list","122"
